originalName,normalizedName,currentName,slug,status,classification,parent,zone,verified,indexable,inSitemap,canonical,pageExists,aliasOf,reason,sourceSection,notes
Raja Rajeshwari Nagar,rajarajeshwarinagar,Raja Rajeshwari Nagar,raja-rajeshwari-colony,published,ALIAS,,west,true,false,false,,false,Raja Rajeshwari Colony,"Same real locality as the published ""Raja Rajeshwari Colony"" page (supplied under a different name/spelling) — not a separate page, avoids duplicate content. Multiple spellings seen in the supplied list: Raja Rajeshwari Nagar / Raja Rajeshwari Colony.",MADHAPUR | KONDAPUR,Spelling variants: Raja Rajeshwari Nagar / Raja Rajeshwari Colony
Rajendranagar,rajendranagar,Rajendranagar,rajendranagar,published,PUBLISHED,Attapur,south,true,true,true,https://turbofix.in/locations/rajendranagar,true,,Live page — verified and indexable.,RAJENDRANAGAR,
Ramachandrapuram,ramachandrapuram,Ramachandrapuram,rc-puram,published,ALIAS,,west,true,false,false,,false,RC Puram,"Same real locality as the published ""RC Puram"" page (supplied under a different name/spelling) — not a separate page, avoids duplicate content. Multiple spellings seen in the supplied list: Ramachandrapuram / RC Puram / BHEL Township.",PATANCHERU | BEERAMGUDA | RC PURAM,Spelling variants: Ramachandrapuram / RC Puram / BHEL Township
Ramanthapur,ramanthapur,Ramanthapur,ramanthapur,published,PUBLISHED,Amberpet,north,true,true,true,https://turbofix.in/locations/ramanthapur,true,,Live page — verified and indexable.,HABSIGUDA | UPPAL | RAMANTHAPUR,
Ramkoti,ramkoti,Ramkoti,ramkoti,published,PUBLISHED,King Koti,central,true,true,true,https://turbofix.in/locations/ramkoti,true,,Live page — verified and indexable.,CENTRAL HYDERABAD,
Ramnagar,ramnagar,Ramnagar,ramnagar,published,PUBLISHED,Musheerabad,north,true,true,true,https://turbofix.in/locations/ramnagar,true,,Live page — verified and indexable.,ADDITIONAL LOCALITIES,
Rampally,rampally,Rampally,rampally,published,PUBLISHED,Ghatkesar,outskirts,true,true,true,https://turbofix.in/locations/rampally,true,,Live page — verified and indexable.,EAST / NORTH-EAST / KEESARA | EAST / NORTH-EAST / DAMMAIGUDA | EAST / NORTH-EAST / NAGARAM | EAST / NORTH-EAST / RAMPALLY,
Rani Gunj,ranigunj,Rani Gunj,rani-gunj,published,PUBLISHED,Secunderabad,north,true,true,true,https://turbofix.in/locations/rani-gunj,true,,Live page — verified and indexable. Multiple spellings seen in the supplied list: Rani Gunj / Ranigunj.,SECUNDERABAD / NORTH,Spelling variants: Rani Gunj / Ranigunj
Rasoolpura,rasoolpura,Rasoolpura,rasoolpura,published,PUBLISHED,Begumpet,north,true,true,true,https://turbofix.in/locations/rasoolpura,true,,Live page — verified and indexable.,BEGUMPET | SECUNDERABAD / NORTH | ADDITIONAL LOCALITIES,
Raviryal,raviryal,Raviryal,raviryal,published,PUBLISHED,Adibatla,outskirts,true,true,true,https://turbofix.in/locations/raviryal,true,,Live page — verified and indexable.,AIRPORT / SOUTH / ADIBATLA | AIRPORT / SOUTH / KONGARA KALAN | AIRPORT / SOUTH / TUKKUGUDA | AIRPORT / SOUTH / MAHESHWARAM,
Red Hills,redhills,Red Hills,red-hills,published,PUBLISHED,Lakdikapul,central,true,true,true,https://turbofix.in/locations/red-hills,true,,Live page — verified and indexable.,NAMPALLY | LAKDICAPUL / SAIFABAD,
Rein Bazaar,reinbazaar,Rein Bazaar,rein-bazaar,published,PUBLISHED,Yakutpura,south,true,true,true,https://turbofix.in/locations/rein-bazaar,true,,Live page — verified and indexable.,OLD CITY / DABEERPURA | OLD CITY / YAKUTPURA | OLD CITY / SANTOSHNAGAR | OLD CITY / REIN BAZAAR | OLD CITY / MADANNAPET,
Riyasat Nagar,riyasatnagar,Riyasat Nagar,riyasat-nagar,published,PUBLISHED,Chandrayangutta,south,true,true,true,https://turbofix.in/locations/riyasat-nagar,true,,Live page — verified and indexable.,OLD CITY / CHANDRAYANGUTTA | OLD CITY / BARKAS,
Safilguda,safilguda,Safilguda,safilguda,published,PUBLISHED,Malkajgiri,north,true,true,true,https://turbofix.in/locations/safilguda,true,,Live page — verified and indexable.,MALKAJGIRI | MOULA ALI,
Saidabad,saidabad,Saidabad,saidabad,published,PUBLISHED,Santoshnagar,south,true,true,true,https://turbofix.in/locations/saidabad,true,,Live page — verified and indexable.,OLD CITY / SANTOSHNAGAR | OLD CITY / SAIDABAD | OLD CITY / CHANCHALGUDA | OLD CITY / MADANNAPET,
Saifabad,saifabad,Saifabad,saifabad,published,PUBLISHED,Khairatabad,central,true,true,true,https://turbofix.in/locations/saifabad,true,,Live page — verified and indexable.,LAKDICAPUL / SAIFABAD | KHAIRATABAD,
Sainikpuri,sainikpuri,Sainikpuri,sainikpuri,published,PUBLISHED,Tarnaka,north,true,true,true,https://turbofix.in/locations/sainikpuri,true,,Live page — verified and indexable.,MALKAJGIRI | SAINIKPURI | ECIL | AS RAO NAGAR | EAST / NORTH-EAST / DAMMAIGUDA,
Sanath Nagar,sanathnagar,Sanath Nagar,sanath-nagar,published,PUBLISHED,Erragadda,central,true,true,true,https://turbofix.in/locations/sanath-nagar,true,,Live page — verified and indexable.,SANATH NAGAR | ERRAGADDA,
Sanjeeva Reddy Nagar,sanjeevareddynagar,Sanjeeva Reddy Nagar,sr-nagar,published,ALIAS,,central,true,false,false,,false,SR Nagar,"Same real locality as the published ""SR Nagar"" page (supplied under a different name/spelling) — not a separate page, avoids duplicate content. Multiple spellings seen in the supplied list: Sanjeeva Reddy Nagar / SR Nagar.",SOMAJIGUDA | AMEERPET | SR NAGAR,Spelling variants: Sanjeeva Reddy Nagar / SR Nagar
Santosh Nagar,santoshnagar,Santosh Nagar,santoshnagar,published,ALIAS,,south,true,false,false,,false,Santoshnagar,"Same real locality as the published ""Santoshnagar"" page (supplied under a different name/spelling) — not a separate page, avoids duplicate content.",OLD CITY / KANCHANBAGH | OLD CITY / SANTOSHNAGAR | OLD CITY / SAIDABAD | OLD CITY / MADANNAPET,
Saroornagar,saroornagar,Saroornagar,saroor-nagar,published,ALIAS,,east,true,false,false,,false,Saroor Nagar,"Same real locality as the published ""Saroor Nagar"" page (supplied under a different name/spelling) — not a separate page, avoids duplicate content.",LB NAGAR / EAST / SOUTH-EAST | KOTHAPET | DILSUKHNAGAR | SAROORNAGAR | MANSOORABAD,
Secunderabad,secunderabad,Secunderabad,secunderabad,published,PUBLISHED,Trimulgherry,north,true,true,true,https://turbofix.in/locations/secunderabad,true,,Live page — verified and indexable.,SECUNDERABAD / NORTH,
Seetaram Bagh,seetarambagh,Seetaram Bagh,seetaram-bagh,published,PUBLISHED,Mangalhat,central,true,true,true,https://turbofix.in/locations/seetaram-bagh,true,,Live page — verified and indexable.,NAMPALLY,
Shahalibanda,shahalibanda,Shahalibanda,shahalibanda,published,PUBLISHED,Charminar,south,true,true,true,https://turbofix.in/locations/shahalibanda,true,,Live page — verified and indexable.,OLD CITY / CHARMINAR | OLD CITY / SHAHALIBANDA | OLD CITY / MOGHALPURA | OLD CITY / HUSSAINI ALAM,
Shaikpet,shaikpet,Shaikpet,shaikpet,published,PUBLISHED,Jubilee Hills,south,true,true,true,https://turbofix.in/locations/shaikpet,true,,Live page — verified and indexable.,JUBILEE HILLS | MANIKONDA | TOLICHOWKI | SHAIKPET | LANGER HOUZ,
Shamirpet,shamirpet,Shamirpet,shamirpet,published,PUBLISHED,Medchal,outskirts,true,true,true,https://turbofix.in/locations/shamirpet,true,,Live page — verified and indexable.,EAST / NORTH-EAST / JAWAHAR NAGAR | EAST / NORTH-EAST / SHAMIRPET,
Shamshabad,shamshabad,Shamshabad,shamshabad,published,PUBLISHED,Rajendranagar,south,true,true,true,https://turbofix.in/locations/shamshabad,true,,Live page — verified and indexable.,AIRPORT / SOUTH / SHAMSHABAD,
Shivrampally,shivrampally,Shivrampally,shivrampally,published,PUBLISHED,Attapur,south,true,true,true,https://turbofix.in/locations/shivrampally,true,,Live page — verified and indexable.,ATTAPUR | RAJENDRANAGAR,
Sikh Village,sikhvillage,Sikh Village,sikh-village,published,PUBLISHED,Tadbund,north,true,true,true,https://turbofix.in/locations/sikh-village,true,,Live page — verified and indexable.,SECUNDERABAD / NORTH | BOWENPALLY | TRIMULGHERRY,
Sindhi Colony,sindhicolony,Sindhi Colony,sindhi-colony,published,PUBLISHED,Begumpet,central,true,true,true,https://turbofix.in/locations/sindhi-colony,true,,Live page — verified and indexable.,BEGUMPET | SECUNDERABAD / NORTH,
Sitaphalmandi,sitaphalmandi,Sitaphalmandi,sitaphalmandi,published,PUBLISHED,Secunderabad,north,true,true,true,https://turbofix.in/locations/sitaphalmandi,true,,Live page — verified and indexable.,SECUNDERABAD / NORTH | TARNAKA,
Snehapuri Colony,snehapuricolony,Snehapuri Colony,snehapuri-colony,published,PUBLISHED,Kothapet,east,true,true,true,https://turbofix.in/locations/snehapuri-colony,true,,Live page — verified and indexable.,NAGOLE,
Somajiguda,somajiguda,Somajiguda,somajiguda,published,PUBLISHED,Panjagutta,central,true,true,true,https://turbofix.in/locations/somajiguda,true,,Live page — verified and indexable.,KHAIRATABAD | PUNJAGUTTA | SOMAJIGUDA | BEGUMPET,
Srinagar Colony,srinagarcolony,Srinagar Colony,srinagar-colony,published,PUBLISHED,Yousufguda,central,true,true,true,https://turbofix.in/locations/srinagar-colony,true,,Live page — verified and indexable.,PUNJAGUTTA | AMEERPET,
Suchitra,suchitra,Suchitra,suchitra,published,PUBLISHED,Kompally,north,true,true,true,https://turbofix.in/locations/suchitra,true,,Live page — verified and indexable.,KOMPALLY | SUCHITRA | ADDITIONAL LOCALITIES,
Suleman Nagar,sulemannagar,Suleman Nagar,suleman-nagar,published,PUBLISHED,Attapur,south,true,true,true,https://turbofix.in/locations/suleman-nagar,true,,Live page — verified and indexable.,ATTAPUR | RAJENDRANAGAR,
Sultan Bazaar,sultanbazaar,Sultan Bazaar,sultan-bazaar,published,PUBLISHED,Abids,central,true,true,true,https://turbofix.in/locations/sultan-bazaar,true,,Live page — verified and indexable.,CENTRAL HYDERABAD,
Suraram,suraram,Suraram,suraram,published,PUBLISHED,Jeedimetla,west,true,true,true,https://turbofix.in/locations/suraram,true,,Live page — verified and indexable.,BACHUPALLY | ADDITIONAL LOCALITIES,
Tadbund,tadbund,Tadbund,tadbund,published,PUBLISHED,Bowenpally,north,true,true,true,https://turbofix.in/locations/tadbund,true,,Live page — verified and indexable.,SECUNDERABAD / NORTH | BOWENPALLY,
Talabchanchalam,talabchanchalam,Talabchanchalam,talabchanchalam,published,PUBLISHED,Yakutpura,south,true,true,true,https://turbofix.in/locations/talabchanchalam,true,,Live page — verified and indexable.,OLD CITY / SANTOSHNAGAR,
Tarnaka,tarnaka,Tarnaka,tarnaka,published,PUBLISHED,Malkajgiri,north,true,true,true,https://turbofix.in/locations/tarnaka,true,,Live page — verified and indexable.,TARNAKA | HABSIGUDA | NACHARAM,
Tellapur,tellapur,Tellapur,tellapur,published,PUBLISHED,Kokapet,west,true,true,true,https://turbofix.in/locations/tellapur,true,,Live page — verified and indexable.,TELLAPUR | OSMAN NAGAR | LINGAMPALLY | KOLLUR,
Tolichowki,tolichowki,Tolichowki,tolichowki,published,PUBLISHED,Mehdipatnam,south,true,true,true,https://turbofix.in/locations/tolichowki,true,,Live page — verified and indexable.,TOLICHOWKI | LANGER HOUZ,
Trimulgherry,trimulgherry,Trimulgherry,trimulgherry,published,PUBLISHED,Secunderabad,north,true,true,true,https://turbofix.in/locations/trimulgherry,true,,Live page — verified and indexable.,BOWENPALLY | TRIMULGHERRY,
Troop Bazaar,troopbazaar,Troop Bazaar,troop-bazaar,published,PUBLISHED,Abids,central,true,true,true,https://turbofix.in/locations/troop-bazaar,true,,Live page — verified and indexable.,CENTRAL HYDERABAD,
Tukkuguda,tukkuguda,Tukkuguda,tukkuguda,published,PUBLISHED,Shamshabad,outskirts,true,true,true,https://turbofix.in/locations/tukkuguda,true,,Live page — verified and indexable.,AIRPORT / SOUTH / KONGARA KALAN | AIRPORT / SOUTH / TUKKUGUDA | AIRPORT / SOUTH / MAHESHWARAM,
Turkayamjal,turkayamjal,Turkayamjal,turkayamjal,published,PUBLISHED,Adibatla,outskirts,true,true,true,https://turbofix.in/locations/turkayamjal,true,,Live page — verified and indexable.,AIRPORT / SOUTH / ADIBATLA | AIRPORT / SOUTH / TURKAYAMJAL | AIRPORT / SOUTH / IBRAHIMPATNAM,
Uppal,uppal,Uppal,uppal,published,PUBLISHED,Nacharam,north,true,true,true,https://turbofix.in/locations/uppal,true,,Live page — verified and indexable.,HABSIGUDA | UPPAL | RAMANTHAPUR | NACHARAM | MALLAPUR | BODUPPAL | PEERZADIGUDA | NAGOLE,
Upparpally,upparpally,Upparpally,upparpally,published,PUBLISHED,Attapur,south,true,true,true,https://turbofix.in/locations/upparpally,true,,Live page — verified and indexable.,ATTAPUR,
Uppuguda,uppuguda,Uppuguda,uppuguda,published,PUBLISHED,Yakutpura,south,true,true,true,https://turbofix.in/locations/uppuguda,true,,Live page — verified and indexable.,OLD CITY / CHANDRAYANGUTTA,
Vanasthalipuram,vanasthalipuram,Vanasthalipuram,vanasthalipuram,published,PUBLISHED,LB Nagar,east,true,true,true,https://turbofix.in/locations/vanasthalipuram,true,,Live page — verified and indexable.,VANASTHALIPURAM | HASTHINAPURAM | BN REDDY NAGAR | HAYATHNAGAR | CHINTALKUNTA,
Vengal Rao Nagar,vengalraonagar,Vengal Rao Nagar,vengal-rao-nagar,published,PUBLISHED,Ameerpet,central,true,true,true,https://turbofix.in/locations/vengal-rao-nagar,true,,Live page — verified and indexable.,AMEERPET | SR NAGAR | YOUSUFGUDA,
Venkatapuram,venkatapuram,Venkatapuram,venkatapuram,published,PUBLISHED,Alwal,north,true,true,true,https://turbofix.in/locations/venkatapuram,true,,Live page — verified and indexable.,ALWAL,
Venkataramana Colony,venkataramanacolony,Venkataramana Colony,venkataramana-colony,published,PUBLISHED,Khairatabad,central,true,true,true,https://turbofix.in/locations/venkataramana-colony,true,,Live page — verified and indexable.,KHAIRATABAD,
Vidyanagar,vidyanagar,Vidyanagar,vidyanagar,published,PUBLISHED,Adikmet,central,true,true,true,https://turbofix.in/locations/vidyanagar,true,,Live page — verified and indexable.,ADDITIONAL LOCALITIES,
Vijayanagar Colony,vijayanagarcolony,Vijayanagar Colony,vijayanagar-colony,published,PUBLISHED,Mallepally,central,true,true,true,https://turbofix.in/locations/vijayanagar-colony,true,,Live page — verified and indexable.,NAMPALLY | MEHDIPATNAM / SOUTH-CENTRAL,
Vinayak Nagar,vinayaknagar,Vinayak Nagar,vinayak-nagar,published,PUBLISHED,Malkajgiri,north,true,true,true,https://turbofix.in/locations/vinayak-nagar,true,,Live page — verified and indexable.,MALKAJGIRI,
Vittal Rao Nagar,vittalraonagar,Vittal Rao Nagar,vittal-rao-nagar,published,PUBLISHED,Madhapur,west,true,true,true,https://turbofix.in/locations/vittal-rao-nagar,true,,Live page — verified and indexable.,WEST HYDERABAD / IT CORRIDOR | MADHAPUR,
Vittalwadi,vittalwadi,Vittalwadi,vittalwadi,published,PUBLISHED,Narayanguda,central,true,true,true,https://turbofix.in/locations/vittalwadi,true,,Live page — verified and indexable.,HIMAYATNAGAR / BASHEERBAGH,
Vivekananda Nagar,vivekanandanagar,Vivekananda Nagar,vivekananda-nagar,published,PUBLISHED,Kukatpally,west,true,true,true,https://turbofix.in/locations/vivekananda-nagar,true,,Live page — verified and indexable.,KUKATPALLY / NORTHWEST,
Warsiguda,warsiguda,Warsiguda,warsiguda,published,PUBLISHED,Musheerabad,north,true,true,true,https://turbofix.in/locations/warsiguda,true,,Live page — verified and indexable.,SECUNDERABAD / NORTH,
Yakutpura,yakutpura,Yakutpura,yakutpura,published,PUBLISHED,Charminar,south,true,true,true,https://turbofix.in/locations/yakutpura,true,,Live page — verified and indexable.,OLD CITY / CHARMINAR | OLD CITY / MOGHALPURA | OLD CITY / HUSSAINI ALAM | OLD CITY / DABEERPURA | OLD CITY / YAKUTPURA | OLD CITY / REIN BAZAAR | OLD CITY / CHANCHALGUDA,
Yapral,yapral,Yapral,yapral,published,PUBLISHED,Alwal,north,true,true,true,https://turbofix.in/locations/yapral,true,,Live page — verified and indexable.,SECUNDERABAD / NORTH | ALWAL | SAINIKPURI | EAST / NORTH-EAST / DAMMAIGUDA | EAST / NORTH-EAST / JAWAHAR NAGAR | EAST / NORTH-EAST / SHAMIRPET,
Yellareddyguda,yellareddyguda,Yellareddyguda,yellareddyguda,published,PUBLISHED,Panjagutta,central,true,true,true,https://turbofix.in/locations/yellareddyguda,true,,Live page — verified and indexable.,PUNJAGUTTA | AMEERPET,
Yousufguda,yousufguda,Yousufguda,yousufguda,published,PUBLISHED,Banjara Hills,central,true,true,true,https://turbofix.in/locations/yousufguda,true,,Live page — verified and indexable.,JUBILEE HILLS | AMEERPET | SR NAGAR | YOUSUFGUDA,
Zamistanpur,zamistanpur,Zamistanpur,zamistanpur,published,PUBLISHED,Musheerabad,north,true,true,true,https://turbofix.in/locations/zamistanpur,true,,Live page — verified and indexable.,ADDITIONAL LOCALITIES,
Abdullapurmet,abdullapurmet,Abdullapurmet,abdullapurmet,draft,NEEDS VERIFICATION,Turkayamjal,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Turkayamjal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AIRPORT / SOUTH / TURKAYAMJAL,
Abids Circle,abidscircle,Abids Circle,abids-circle,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
Aerospace SEZ,aerospacesez,Aerospace SEZ,aerospace-sez,draft,SUB-UNIT,Adibatla,outskirts,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Adibatla"". Not a standalone-page candidate.",AIRPORT / SOUTH / ADIBATLA,
Airport Road,airportroad,Airport Road,airport-road,draft,SUB-UNIT,Begumpet,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Begumpet"". Not a standalone-page candidate.",BEGUMPET | AIRPORT / SOUTH / SHAMSHABAD | AIRPORT / SOUTH / TUKKUGUDA,
Akbarbagh,akbarbagh,Akbarbagh,akbarbagh,draft,NEEDS VERIFICATION,Malakpet,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Malakpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / MALAKPET,
Alkapur Township,alkapurtownship,Alkapur Township,alkapur-township,draft,SUB-UNIT,Manikonda,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Manikonda"", not a distinct standalone locality. Covered under the parent page.",MANIKONDA | PUPPALAGUDA,
Alkapuri,alkapuri,Alkapuri,alkapuri,draft,NEEDS VERIFICATION,Nagole,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nagole"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NAGOLE | MANSOORABAD,
Almasguda,almasguda,Almasguda,almasguda,draft,NEEDS VERIFICATION,Meerpet,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Meerpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MEERPET | JILLELAGUDA,
Ameerpet X Road,ameerpetxroad,Ameerpet X Road,ameerpet-x-road,draft,SUB-UNIT,Ameerpet,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ameerpet"". Not a standalone-page candidate.",AMEERPET,
Anand Banjara,anandbanjara,Anand Banjara,anand-banjara,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",KHAIRATABAD,
Anand Banjara Colony,anandbanjaracolony,Anand Banjara Colony,anand-banjara-colony,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Anand Nagar,anandnagar,Anand Nagar,anand-nagar,draft,NEEDS VERIFICATION,Lakdikapul,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Lakdikapul"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",LAKDICAPUL / SAIFABAD | KHAIRATABAD | SOMAJIGUDA,
Ankireddypally,ankireddypally,Ankireddypally,ankireddypally,draft,NEEDS VERIFICATION,Keesara,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Keesara"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / KEESARA,
Ankushapur,ankushapur,Ankushapur,ankushapur,draft,NEEDS VERIFICATION,Ghatkesar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Ghatkesar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / GHATKESAR,
Athvelly,athvelly,Athvelly,athvelly,draft,NEEDS VERIFICATION,Medchal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Medchal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MEDCHAL,
Auto Nagar,autonagar,Auto Nagar,auto-nagar,draft,SUB-UNIT,Vanasthalipuram,east,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Vanasthalipuram"", not a distinct standalone locality. Covered under the parent page.",VANASTHALIPURAM,
Bachupally Road,bachupallyroad,Bachupally Road,bachupally-road,draft,SUB-UNIT,Miyapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Miyapur"". Not a standalone-page candidate.",MIYAPUR,
Bagh Amberpet,baghamberpet,Bagh Amberpet,bagh-amberpet,draft,SUB-UNIT,Amberpet,unknown,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Amberpet"", not a distinct standalone locality. Covered under the parent page.",ADDITIONAL LOCALITIES,
Bairamalguda,bairamalguda,Bairamalguda,bairamalguda,draft,NEEDS VERIFICATION,LB Nagar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""LB Nagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",LB NAGAR / EAST / SOUTH-EAST | HASTHINAPURAM,
Bakaram,bakaram,Bakaram,bakaram,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Balamrai,balamrai,Balamrai,balamrai,draft,SUB-UNIT,Rasoolpura,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Rasoolpura"", not a distinct standalone locality. Covered under the parent page.",BOWENPALLY,
Balapur,balapur,Balapur,balapur,draft,NEEDS VERIFICATION,Meerpet,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Meerpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MEERPET | JILLELAGUDA | BADANGPET,
Bandlaguda,bandlaguda,Bandlaguda,bandlaguda,draft,NEEDS VERIFICATION,Chandrayangutta,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Chandrayangutta"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / CHANDRAYANGUTTA | OLD CITY / BARKAS | OLD CITY / KANCHANBAGH | NAGOLE,
Banjara Kamal,banjarakamal,Banjara Kamal,banjara-kamal,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Banjara Saman,banjarasaman,Banjara Saman,banjara-saman,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Bank Street,bankstreet,Bank Street,bank-street,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
Bazar Ghat,bazarghat,Bazar Ghat,bazar-ghat,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Nampally"". Not a standalone-page candidate.",NAMPALLY,
Begumpet Railway Station,begumpetrailwaystation,Begumpet Railway Station,begumpet-railway-station,draft,SUB-UNIT,Begumpet,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Begumpet"". Not a standalone-page candidate.",BEGUMPET,
BHEL,bhel,BHEL,bhel,draft,NEEDS VERIFICATION,Tellapur,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Tellapur"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",TELLAPUR | CHANDANAGAR | LINGAMPALLY | PATANCHERU | BEERAMGUDA | AMEENPUR,
BHEL HIG,bhelhig,BHEL HIG,bhel-hig,draft,SUB-UNIT,RC Puram,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""RC Puram"", not a distinct standalone locality. Covered under the parent page.",RC PURAM,
BHEL MIG,bhelmig,BHEL MIG,bhel-mig,draft,SUB-UNIT,RC Puram,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""RC Puram"", not a distinct standalone locality. Covered under the parent page.",RC PURAM,
Bhola Nagar,bholanagar,Bhola Nagar,bhola-nagar,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Biodiversity Road,biodiversityroad,Biodiversity Road,biodiversity-road,draft,SUB-UNIT,Raidurg,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Raidurg"". Not a standalone-page candidate.",RAIDURG,
Botanical Garden,botanicalgarden,Botanical Garden,botanical-garden,draft,SUB-UNIT,Kondapur,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Kondapur"". Not a standalone-page candidate.",KONDAPUR,
Botanical Garden Road,botanicalgardenroad,Botanical Garden Road,botanical-garden-road,draft,SUB-UNIT,Kondapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kondapur"". Not a standalone-page candidate.",KONDAPUR,
CBI Colony,cbicolony,CBI Colony,cbi-colony,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS | JUBILEE HILLS,
Chakripuram,chakripuram,Chakripuram,chakripuram,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Chawani,chawani,Chawani,chawani,draft,NEEDS VERIFICATION,Malakpet,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Malakpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / MALAKPET | OLD CITY / SAIDABAD,
Chintal Basti,chintalbasti,Chintal Basti,chintal-basti,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Nampally"", not a distinct standalone locality. Covered under the parent page.",NAMPALLY | LAKDICAPUL / SAIFABAD | KHAIRATABAD,
Chirag Ali Lane,chiragalilane,Chirag Ali Lane,chirag-ali-lane,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
